科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"83,270.08","67,074.02","521,452.24",,,"17,459,334.43","11,971,257.52","108,551,390.78","55,772,555.09","103,560,573.17","851,203,694.50","1,018,127,189.56","665,585,530.38","746,265,409.25","3,566,478,978.54","1,904,464,685.87","1,514,611,578.74","1,742,216,315.57","1,035,508,171.17","1,454,069,138.83","1,812,745,299.85","1,390,289,461.50","1,309,253,415.90","1,496,866,167.20","1,612,456,374.27","1,291,170,816.87","921,145,259.88","853,658,394.48","3,323,535,658.95","3,670,787,647.39","3,873,484,728.00","3,481,247,728.38","2,744,734,175.11","1,804,059,268.23","1,702,899,487.60","5,218,452,030.76","6,672,006,026.38","6,534,156,766.20","6,320,668,260.84","6,049,415,114.30","5,942,137,010.50","5,078,491,825.35","4,540,991,584.24","4,739,848,721.99","5,269,364,853.42"
短期借款,"418,424,985.07","418,424,985.07","418,424,985.07",,,"168,000,000.00","168,000,000.00","198,000,000.00","40,000,000.00","60,000,000.00","60,000,000.00","20,000,000.00","20,000,000.00","300,000,000.00","600,000,000.00",,,"81,783,900.00","214,814,100.00","268,698,000.00","700,000,000.00","581,000,000.00","749,095,717.67","940,000,000.00","979,130,000.00","1,154,887,000.00","1,475,080,000.00","1,162,709,000.00","1,138,429,000.00","1,332,729,000.00","1,227,279,000.00","610,000,000.00","611,000,000.00","601,000,000.00","501,000,000.00","501,000,000.00","500,000,000.00","300,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,000,000.00",,,,"101,616,000.00",,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"3,318,254.48","16,652,665.87","11,359,199.41","20,929,843.15","22,426,433.34","32,612,530.06","29,545,830.67","27,946,524.75","30,914,674.11","35,521,692.58","48,780,034.87","63,041,320.08","63,162,772.48","96,038,960.99","113,637,974.77","94,346,366.14","429,186,928.05","785,686,588.92","659,315,795.64","463,303,467.11","817,598,729.88","858,090,568.95","780,824,419.56","791,405,778.57","858,791,578.48","1,042,948,316.26","1,192,880,231.81","850,850,594.96","846,605,351.25","1,155,800,473.81","1,187,036,957.90","1,096,965,691.79","1,088,053,611.67","1,419,758,404.40","1,374,282,013.34","1,338,864,793.95","1,448,252,173.52","1,515,765,874.90","1,482,121,837.39","1,609,568,770.84"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,"47,461,672.89","50,107,350.24","4,077,880.40","53,032,561.61","274,588,111.55","223,636,423.14","2,613,583.29","900,769.79","38,893,399.26","33,854,400.00","54,597,176.39","45,160,742.55","54,859,099.70","38,624,336.28","52,735,105.31","53,796,334.98","40,532,891.98","40,330,202.38","74,437,138.93","69,694,598.96","39,654,074.43","59,681,388.54"
应收账款,"4,681,076.83","4,681,076.83","4,681,076.83",,,"106,207,135.68","127,822,007.82","140,636,088.37","137,576,791.01","140,086,304.43","157,887,167.85","118,568,023.61","131,963,216.14","122,419,758.26","156,051,869.59","182,927,151.10","200,743,906.34","332,134,577.20","394,516,074.68","351,716,376.92","448,239,154.16","661,102,728.81","706,682,212.81","784,991,234.36","770,570,056.77","895,711,357.09","876,420,098.85","905,542,906.99","960,794,152.34","1,217,611,997.58","1,302,219,190.43","1,165,031,589.68","1,263,151,553.82","1,487,709,228.00","1,486,619,953.56","1,369,749,471.20","1,513,654,169.92","1,828,129,841.97","2,001,142,160.78","1,907,871,680.47","2,190,554,270.07","2,317,359,826.57","2,452,266,143.13","2,389,972,640.36","2,269,259,398.66"
应付账款,"19,797,182.33","19,786,182.33","19,876,182.33",,,"36,431,686.42","47,592,004.39","53,991,047.51","53,788,981.76","60,781,862.35","60,885,094.54","67,495,252.20","104,201,154.46","122,648,960.46","158,702,848.87","153,004,141.57","127,857,928.46","327,981,363.35","413,354,202.65","279,861,531.24","316,762,912.22","389,620,258.29","577,059,972.90","461,460,784.87","495,415,925.71","549,310,942.49","738,203,793.09","557,299,371.35","694,280,611.28","707,116,946.18","691,917,013.62","392,457,569.28","579,319,700.17","621,231,898.73","716,423,291.11","618,893,267.33","1,005,254,063.98","992,904,588.81","943,854,846.02","890,289,768.04","937,370,507.27","844,565,472.10","880,027,245.14","865,601,458.90","1,009,251,209.08"
预付款项,"2,269,858.92","2,269,858.92","2,269,858.92",,,"7,008,644.51","31,671,047.78","58,103,267.35","59,685,187.80","73,789,293.03","79,757,851.03","44,993,585.97","361,473,441.80","47,447,069.13","98,266,423.47","131,721,377.55","357,278,499.88","963,467,939.70","655,807,171.01","813,371,927.44","803,675,969.94","779,299,863.20","859,408,570.63","814,251,565.29","713,358,870.22","808,777,836.93","807,238,403.99","773,305,107.58","884,834,125.88","1,079,632,898.64","1,093,177,721.40","1,296,751,279.27","1,833,382,017.62","2,169,153,850.22","2,071,071,158.49","85,968,597.52","79,998,776.79","183,743,389.59","230,792,923.33","206,528,541.25","251,333,737.57","231,125,518.70","278,548,305.38","315,713,828.67","361,952,065.17"
预收款项,"14,796,114.96","14,796,114.96","14,796,114.96",,,"2,567,513.12","2,385,167.29","1,308,582.17","2,592,741.32","3,099,871.86","3,480,001.16","1,884,225.93","159,991,171.24","138,580,366.71","78,161,776.45","38,095,537.98","7,784,376.00","118,474,438.88","44,101,551.60","8,201,078.06","11,678,048.15","29,125,666.65","5,105,012.69","5,011,915.18","5,584,407.23","5,524,191.29","8,644,180.17","21,366,496.84","9,717,573.34","13,908,017.51","15,179,446.43","18,408,337.76","12,472,269.44","23,641,418.93","24,284,822.49","20,621,624.34","124,651,327.12","114,363,599.97","29,623,072.07","18,424,524.01","22,280,089.06","21,473,507.21","28,780,607.01","19,309,545.36","117,735,753.94"
