科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"218,688,866.93","269,168,194.34","274,224,899.31","81,337,233.11","142,461,318.52","230,324,784.73","275,319,294.91","57,774,232.98","108,677,524.17","167,999,133.34","226,838,966.86","58,694,988.46","147,983,190.81","179,953,559.74","232,842,598.41","22,241,646.27","67,083,347.49","98,180,536.78","146,226,280.25","35,893,098.15","25,947,225.02","76,014,417.18","152,876,818.30","51,330,140.83","107,172,720.79","157,426,559.25","277,878,189.68","57,577,571.76","104,060,571.05"
取得子公司及其他营业单位支付的现金净额,,"6,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"33,409.62","40,936.86","727,753.52","10,041.27","158,710.44","158,710.44","420,731.30","31,110.28","907,767.90","913,293.34","920,607.23","18,126.09","55,080.83","190,714.30","518,509.78","1,405,852.76","1,458,328.19","1,570,377.33","1,571,217.33",670.34,670.34,"42,902.52","50,402.58",,"1,098,338.64","2,087,059.49","3,273,490.86",,
支付其他与投资活动有关的现金,,,,,,,"339,860,000.00",,,,,,"5,000,000.00","11,443,664.90",,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"9,543,870.95","6,875,692.39","26,138,431.86","4,540,225.89","17,149,418.45","11,769,944.99","29,614,004.51","6,101,619.08","15,794,271.34","20,627,120.71","12,844,000.87","7,653,923.73","15,457,926.51","24,186,216.86","14,463,258.63","4,244,052.17","27,004,897.20","34,472,767.50","9,808,537.10","4,509,495.23","7,614,514.68","15,276,581.68","9,782,047.30","3,453,447.33","10,880,926.33","15,146,622.19","23,030,284.98","6,255,042.12","9,625,668.38"
投资活动现金流出小计,"11,432,117.86","28,155,387.66","11,699,631.89","652,441.05","2,851,867.77","6,339,788.67","349,727,300.45","1,390,599.89","4,297,606.04","5,742,174.15","9,366,349.56","1,417,738.40","7,524,962.24","14,858,242.45","74,504,290.06","94,882,214.33","90,780,758.04","100,469,036.22","144,094,535.66","15,148,180.35","17,596,911.34","18,997,924.73","22,218,959.79","4,080,993.51","7,232,944.22","9,590,362.73","31,213,858.34","1,672,541.84","2,832,402.81"
经营活动现金流入小计,"228,266,147.50","276,084,823.59","301,091,084.69","85,887,500.27","159,769,447.41","242,253,440.16","305,354,030.72","63,906,962.34","125,379,563.41","189,539,547.39","240,603,574.96","66,367,038.28","163,496,198.15","204,330,490.90","247,824,366.82","27,891,551.20","95,546,572.88","134,223,681.61","157,606,034.68","40,403,263.72","33,562,410.04","91,333,901.38","162,709,268.18","54,783,588.16","119,151,985.76","174,660,240.93","304,181,965.52","63,832,613.88","113,686,239.43"
投资活动产生的现金流量净额,"-11,146,467.39","-27,539,339.12","-11,699,631.89","-652,441.05","-2,851,867.77","-6,339,788.67","-344,727,300.45","32,609,400.11","24,787,393.96","73,222,825.85","70,358,786.90","-1,417,738.40","-7,524,962.24","-6,294,670.00","25,487,377.97","31,160,685.67","-90,623,758.04","-76,114,136.22","69,836,346.22","-15,148,180.35","-17,596,911.34","-18,967,924.73","33,801,715.17","-4,080,993.51","-7,226,444.22","-9,536,196.01","-10,924,783.40","-1,670,569.24","-2,781,295.89"
购买商品、接受劳务支付的现金,"91,523,145.45","130,201,403.83","172,400,511.33","30,001,469.40","73,150,033.40","107,179,615.91","131,770,471.00","49,373,913.61","60,316,477.27","98,562,779.33","131,556,738.77","29,571,979.22","53,408,456.80","62,049,108.76","75,013,717.30","15,645,105.42","66,656,148.94","85,770,585.68","37,520,195.87","19,515,086.84","11,653,786.84","44,934,399.01","89,077,246.44","16,265,397.12","42,866,231.78","71,360,361.77","109,027,351.17","32,611,859.94","66,256,891.82"
吸收投资收到的现金,,"52,000,000.00","18,830,000.00",,,"348,500,000.00","348,500,000.00",,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"25,673,995.29","33,453,491.31","44,694,577.81","16,126,364.89","28,378,695.43","42,722,334.60","57,236,148.83","15,303,332.65","29,747,956.85","44,654,645.53","61,798,779.53","20,089,591.45","34,616,956.06","47,445,901.33","54,610,204.68","13,539,985.83","29,329,901.27","44,216,075.29","58,885,897.08","15,544,175.65","28,786,873.35","41,686,757.33","52,747,028.54","14,057,445.07","28,583,137.80","44,909,363.97","60,263,885.23","18,164,369.30","34,812,296.87"
取得借款收到的现金,"20,000,000.00","68,810,000.00","85,000,000.00",,"5,000,000.00","25,000,000.00","55,000,000.00",,"20,000,000.00","20,000,000.00","50,000,000.00","5,000,000.00","5,000,000.00","7,271,166.00","35,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00",,,,,,,,"2,000,000.00",,
支付的各项税费,"28,178,881.76","31,803,621.66","50,045,117.24","6,212,128.72","21,613,557.13","28,461,724.85","41,175,336.19","6,456,552.58","16,272,682.10","19,868,504.24","26,074,227.50","10,874,003.96","20,039,659.98","22,701,774.30","26,302,555.81","7,486,595.19","15,564,192.77","21,223,881.09","26,689,802.57","15,895,488.59","24,450,069.59","30,212,190.56","35,373,408.30","6,301,539.35","11,472,469.92","18,093,545.92","29,801,535.10","18,738,948.18","28,459,747.90"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"32,271,034.20","56,835,278.31","53,591,075.90","8,229,937.29","32,688,720.20","41,246,726.30","69,178,601.75","15,027,733.98","47,487,670.37","62,643,202.21","60,800,841.50","10,791,482.36","22,972,138.80","42,014,552.71","64,988,011.09","13,448,039.14","28,425,889.54","46,319,729.16","60,519,988.87","17,911,685.03","35,017,754.47","45,547,807.20","45,084,759.27","14,111,235.52","32,271,881.42","45,306,115.96","59,389,409.50","12,466,394.69","24,886,692.47"
筹资活动现金流入小计,"20,000,000.00","120,810,000.00","103,830,000.00",,"5,000,000.00","373,500,000.00","403,500,000.00",,"20,000,000.00","20,000,000.00","50,000,000.00","5,000,000.00","5,000,000.00","7,271,166.00","35,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00",,,,,,,,"2,000,000.00",,
经营活动现金流出小计,"177,647,056.70","252,293,795.11","320,731,282.28","60,569,900.30","155,831,006.16","219,610,401.66","299,360,557.77","86,161,532.82","153,824,786.59","225,729,131.31","280,230,587.30","71,327,056.99","131,037,211.64","174,211,337.10","220,914,488.88","50,119,725.58","139,976,132.52","197,530,271.22","183,615,884.39","68,866,436.11","99,908,484.25","162,381,154.10","222,282,442.55","50,735,617.06","115,193,720.92","179,669,387.62","258,482,181.00","81,981,572.11","154,415,629.06"
偿还债务支付的现金,"20,000,000.00","38,810,000.00","85,000,000.00",,,"40,000,000.00","50,000,000.00",,"5,000,000.00","45,000,000.00","55,000,000.00",,"20,000,000.00","42,269,906.00","55,000,000.00",,,,"50,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,"2,000,000.00",,
经营活动产生的现金流量净额,"50,619,090.80","23,791,028.48","-19,640,197.59","25,317,599.97","3,938,441.25","22,643,038.50","5,993,472.95","-22,254,570.48","-28,445,223.18","-36,189,583.92","-39,627,012.34","-4,960,018.71","32,458,986.51","30,119,153.80","26,909,877.94","-22,228,174.38","-44,429,559.64","-63,306,589.61","-26,009,849.71","-28,463,172.39","-66,346,074.21","-71,047,252.72","-59,573,174.37","4,047,971.10","3,958,264.84","-5,009,146.69","45,699,784.52","-18,148,958.23","-40,729,389.63"
分配股利、利润或偿还利息支付的现金,"35,495,115.00","71,500,003.76","3,449,450.35","912,022.23",,,"3,549,763.41","1,039,666.35","667,000.02","11,643,314.85","13,614,228.58","792,261.51","6,325,284.07","6,970,396.13","8,922,913.54","278,697.11","4,017,017.01","4,559,878.74","5,716,089.58","244,254.41","1,844,254.41","1,826,060.40","2,077,475.63","4,566.54","5,404,891.02","5,363,328.05","5,402,283.75","1,679.36","2,000,870.99"
收回投资收到的现金,"122,560.00",,,,,,,"34,000,000.00",,,,,,,,,,,"70,000,000.00",,,,,,,,"20,000,000.00",,
支付其他与筹资活动有关的现金,,,,,,"5,022,000.00","5,592,000.00",,,,,,,,,,,,,,,,,,,,"16,200.00",,
取得投资收益收到的现金,"23,090.47",,,,,,,,,,,,,,,,,,"414,555.56",,,,,,,,"234,908.22","1,972.60","51,106.92"
筹资活动现金流出小计,"55,495,115.00","110,310,003.76","88,449,450.35","912,022.23",,"45,022,000.00","59,141,763.41","1,039,666.35","5,667,000.02","56,643,314.85","68,614,228.58","792,261.51","26,325,284.07","49,240,302.13","63,922,913.54","278,697.11","4,017,017.01","4,559,878.74","55,716,089.58","30,244,254.41","31,844,254.41","31,826,060.40","32,077,475.63","4,566.54","5,404,891.02","5,363,328.05","7,418,483.75","1,679.36","2,000,870.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,"140,000.00","616,048.54",,,,,,,"85,000.00","85,000.00","845,136.50",,,,"193,587.35",,"157,000.00","24,354,900.00","23,013,480.17",,,"30,000.00","30,000.00",,"6,500.00","54,166.72","54,166.72",,
筹资活动产生的现金流量净额,"-35,495,115.00","10,499,996.24","15,380,549.65","-912,022.23","5,000,000.00","328,478,000.00","344,358,236.59","-1,039,666.35","14,332,999.98","-36,643,314.85","-18,614,228.58","4,207,738.49","-21,325,284.07","-41,969,136.13","-28,922,913.54","19,721,302.89","15,982,982.99","15,440,121.26","-5,716,089.58","-30,244,254.41","-31,844,254.41","-31,826,060.40","-32,077,475.63","-4,566.54","-5,404,891.02","-5,363,328.05","-5,418,483.75","-1,679.36","-2,000,870.99"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,"5,000,000.00",,"29,000,000.00","78,880,000.00","78,879,999.96",,,"8,563,572.45","99,798,080.68","126,042,900.00",,,"120,502,846.15",,,,"55,990,674.96",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"285,650.47","616,048.54",,,,,"5,000,000.00","34,000,000.00","29,085,000.00","78,965,000.00","79,725,136.46",,,"8,563,572.45","99,991,668.03","126,042,900.00","157,000.00","24,354,900.00","213,930,881.88",,,"30,000.00","56,020,674.96",,"6,500.00","54,166.72","20,289,074.94","1,972.60","51,106.92"
五、现金及现金等价物净增加额,"3,977,508.41","6,751,685.60","-15,959,279.83","23,753,136.69","6,086,573.48","344,781,249.83","5,624,409.09","9,315,163.28","10,675,170.76","389,927.08","12,117,545.98","-2,170,018.62","3,608,740.20","-18,144,652.33","23,474,342.37","28,653,814.18","-119,070,334.69","-123,980,604.57","38,110,406.93","-73,855,607.15","-115,787,239.96","-121,841,237.85","-57,848,934.83","-37,588.95","-8,673,070.40","-19,908,670.75","29,356,517.37","-19,821,206.83","-45,511,556.51"
购建固定资产、无形资产和其他长期资产支付的现金,"11,309,557.86","22,155,387.66","11,699,631.89","652,441.05","2,851,867.77","6,339,788.67","9,867,300.45","1,390,599.89","4,297,606.04","5,742,174.15","9,366,349.56","1,417,738.40","2,524,962.24","3,414,577.55","4,504,290.06","79,882,214.33","90,780,758.04","100,469,036.22","144,094,535.66","15,148,180.35","17,596,911.34","18,997,924.73","22,218,959.79","4,080,993.51","7,232,944.22","9,590,362.73","11,213,858.34","1,672,541.84","2,832,402.81"
期初现金及现金等价物余额,"13,662,397.33","17,639,905.74","24,391,591.34","8,432,311.51","8,432,311.51","8,432,311.51","8,432,311.51","14,056,720.60","14,056,720.60","14,056,720.60","14,056,720.60","26,174,266.58","26,174,266.58","26,174,266.58","26,174,266.58","24,004,247.96","293,249,501.08","293,249,501.08","49,648,608.95","140,120,714.03","142,181,133.36","140,120,714.03","87,759,015.88","29,808,745.30","29,910,081.05","29,910,081.05","29,910,081.05","59,266,598.42","59,266,598.42"
投资支付的现金,"122,560.00",,,,,,,,,,,,,,"70,000,000.00","15,000,000.00",,,,,,,,,,,"20,000,000.00",,
期末现金及现金等价物余额,"17,639,905.74","24,391,591.34","8,432,311.51","32,185,448.20","14,518,884.99","353,213,561.34","14,056,720.60","23,371,883.88","24,731,891.36","14,446,647.68","26,174,266.58","24,004,247.96","29,783,006.78","8,029,614.25","49,648,608.95","52,658,062.14","174,179,166.39","169,268,896.51","87,759,015.88","66,265,106.88","26,393,893.40","18,279,476.18","29,910,081.05","29,771,156.35","21,237,010.65","10,001,410.30","59,266,598.42","39,445,391.59","13,755,041.91"
