科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"5,780,055.60","12,571,183.42","19,238,023.61","23,730,624.46","303,282,576.00","291,537,354.09","269,820,011.55","260,213,528.51","257,948,264.87","255,665,047.18","245,371,677.09","167,376,427.56","153,599,246.38","164,683,165.89","144,042,002.02","134,494,054.58","115,936,544.32","125,543,738.06","122,946,462.44","93,940,749.89","121,061,261.87","120,786,470.00","87,727,407.27","77,816,099.97","67,970,093.72","85,276,675.40","65,033,438.80","71,296,064.57","73,194,831.95","134,546,146.23","126,227,995.91","118,224,877.41","138,328,012.43","312,726,896.40","285,995,549.83"
短期借款,,"5,800,000.00",,,,,,,,,,,,,,,,,,"3,651,250.00","3,645,316.00","3,628,802.00","3,643,614.00","3,627,606.00","23,775,726.00","23,853,788.00","13,832,950.00","18,931,482.00","8,960,462.00","19,114,746.00","19,083,834.00","13,992,432.00","13,908,436.00","3,845,186.00","3,685,750.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,874,327.80","11,276,710.88","10,515,833.80","13,935,278.14","13,620,406.10","19,669,945.24","17,670,438.24","15,930,686.28","23,685,187.69","32,992,594.29","30,809,752.84","30,497,538.69","35,076,448.42","27,754,480.05","23,641,013.62","30,029,588.71","35,919,628.58","35,228,003.41","22,317,008.46","12,351,953.43","13,016,481.93","18,411,546.70","22,397,306.39","28,523,613.49","14,557,453.55","19,553,185.99","21,343,340.00","18,913,255.51","18,116,098.00","20,642,359.88","19,771,302.16","20,246,483.04","24,033,269.31","29,210,594.58","23,750,558.04"
应付票据,,,,,,,,,,,,"39,000.00","241,049.72",,,,,,,,,,,,,"4,600,000.00",,"3,160,000.00",,"1,500,000.00",,,"600,000.00",,
应收账款,"15,831,704.27","19,523,857.20","17,211,693.56","23,354,856.27","25,391,806.11","23,450,811.00","27,317,798.97","24,854,653.41","27,857,123.98","31,810,375.25","34,524,476.95","51,724,762.28","65,108,160.95","76,263,285.34","72,790,050.87","80,102,392.48","80,602,241.02","82,293,223.20","85,044,058.71","78,125,919.60","76,122,090.23","79,572,379.28","79,672,461.75","76,784,163.44","152,483,363.83","166,495,362.48","161,345,683.41","166,206,033.64","162,535,192.90","167,854,111.42","147,747,280.20","151,466,883.73","170,347,545.76","196,439,954.02","186,075,925.94"
应付账款,"19,470,281.39","16,407,593.07","6,287,671.52","15,175,966.02","13,541,596.05","8,807,454.59","12,656,816.26","9,989,935.51","13,720,417.58","14,594,327.13","15,672,961.83","21,808,235.21","21,045,671.82","28,529,773.57","28,938,806.49","24,619,456.76","23,688,656.65","27,189,677.27","28,982,974.79","25,062,719.51","26,132,497.07","26,891,594.48","24,888,545.36","23,768,742.00","54,632,418.18","71,321,870.25","63,637,450.43","69,828,105.55","63,821,949.92","59,190,926.00","53,477,455.23","64,336,285.65","68,002,103.44","71,963,146.84","62,585,290.70"
预付款项,"2,796,977.40","2,750,837.81","4,952,900.07","2,008,352.32","12,064,266.49","7,742,851.05","14,286,697.28","5,212,058.64","5,869,415.52","7,389,583.12","3,641,452.92","3,877,889.32","10,013,567.16","6,685,008.98","11,326,907.70","13,530,440.28","8,129,721.86","12,579,811.13","21,893,214.69","19,403,260.57","23,706,102.14","5,083,791.65","5,756,051.50","12,968,160.06","9,335,968.23","9,268,312.99","8,318,243.84","13,259,527.01","13,902,124.32","11,087,094.33","13,507,269.50","15,586,284.92","12,757,698.04","11,885,653.93","11,667,496.87"
预收款项,"1,513,106.02","3,976,604.28","3,921,574.16","3,937,989.85","3,777,333.80","4,282,068.40","6,107,543.74","5,713,689.34","11,546,469.20","13,311,966.47","13,330,901.46","15,846,444.60","23,392,122.72","17,263,528.41","17,519,460.39","22,703,202.19","21,379,974.19","21,070,801.48","24,489,946.33","21,064,294.34","28,481,910.45","10,699,765.03","13,670,838.82","15,015,572.57","33,863,810.72","19,102,611.07","22,915,953.12","36,889,764.13","41,312,400.51","26,381,644.73","36,153,733.17","46,464,871.09","36,822,686.90","27,720,384.94","30,339,976.20"
