科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"255,393,852.98","199,467,186.11","223,402,507.41","311,742,795.81","220,636,836.26","286,621,773.38","326,252,444.58","300,250,737.11","334,030,001.03","314,735,277.43","284,513,711.62","314,525,449.99","527,187,742.93","701,101,901.02","423,100,612.25","505,634,677.90","823,790,931.95","750,988,951.24","804,182,772.70","880,242,548.77","441,610,563.95","414,554,346.15","441,368,994.61","449,963,122.91","474,340,953.39","468,668,171.37","534,667,544.03","516,714,610.96","811,513,843.22","530,313,580.61","645,732,675.19","582,603,114.51","536,551,426.83","658,381,593.08","556,069,448.17","646,507,873.36","479,223,271.86","453,216,208.18","449,763,512.55","693,547,529.82","374,095,977.47","499,256,684.14","619,286,227.44"
短期借款,"885,600,000.00","811,600,000.00","768,000,000.00","735,000,000.00","760,000,000.00","732,900,000.00","737,950,000.00","714,490,000.00","779,770,000.00","698,000,000.00","802,000,000.00","792,200,000.00","971,100,000.00","991,600,000.00","1,018,200,000.00","878,700,000.00","1,327,984,000.00","1,415,492,341.52","1,589,704,735.62","1,675,679,995.35","1,444,532,391.78","1,466,320,102.78","1,507,593,279.04","1,583,639,197.21","1,620,037,848.06","1,686,042,635.26","1,895,681,682.76","1,851,524,840.38","1,882,621,124.36","1,914,059,069.48","1,973,795,702.66","1,798,787,751.53","1,862,239,367.65","1,796,131,368.76","1,637,119,520.86","1,422,495,924.41","1,363,562,350.67","1,362,643,804.36","1,311,825,651.86","899,347,395.33","806,094,140.07","788,869,737.69","770,948,684.01"
交易性金融资产,,,,,,,,,,,,,,,,,,"8,653,446.65","19,892,750.44","18,105,336.51","5,682,586.98","1,305,161.95","75,621.92",,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"61,723,689.05","37,876,277.54","3,830,000.00","12,948,851.81","843,326.40","8,585,592.60","5,331,650.06","972,300.00","5,259,570.00","9,912,000.00","12,770,430.00","700,000.00","12,202,116.00","4,996,543.36","13,246,003.31","20,800,000.00","24,050,000.00","2,306,000.00","20,240,739.47","2,000,000.00","11,113,940.30","3,617,600.00","16,530,000.00","7,620,000.00","14,240,235.57","6,614,454.00","21,203,800.00","14,890,179.15","18,877,299.07","24,345,845.00","20,800,000.00","13,061,069.99","10,198,950.55","34,648,665.55","29,262,001.37","79,498,398.96","49,874,459.35","19,613,450.00","10,983,639.00","52,067,251.97","37,584,763.00","56,991,317.83","42,253,113.00"
应付票据,"431,096,141.82","372,670,729.63","421,344,764.36","416,858,907.31","452,537,809.85","452,611,636.47","435,534,116.79","484,703,350.50","427,836,154.43","563,519,850.20","518,139,663.37","397,534,791.31","393,229,678.55","398,459,402.24","420,834,568.22","408,812,925.64","389,448,805.05","496,484,524.33","718,092,218.99","779,699,770.72","811,954,571.78","818,783,461.77","765,070,398.14","682,138,576.58","739,474,319.71","761,272,806.70","810,414,611.13","840,756,986.12","926,154,693.45","829,205,397.64","813,556,336.26","792,033,551.99","713,178,059.85","680,777,876.49","638,499,103.84","514,021,799.25","459,624,312.88","443,302,234.75","499,908,639.64","490,005,649.51","304,085,239.05","251,520,164.74","381,298,736.41"
应收账款,"596,506,440.28","562,064,359.59","520,113,031.27","437,797,364.26","397,023,551.56","447,433,224.26","431,806,819.05","555,703,877.66","461,090,196.32","516,756,636.14","519,309,377.46","534,198,481.00","466,837,598.23","414,271,259.55","396,762,668.85","522,527,137.48","490,374,894.05","526,473,581.65","525,815,787.73","565,834,610.73","446,781,693.80","420,057,261.08","408,715,456.38","430,427,679.13","356,058,807.48","430,316,056.07","508,430,612.34","584,838,428.98","581,987,106.84","617,382,014.88","622,698,836.45","801,176,531.23","627,310,329.97","739,621,842.98","840,988,293.50","985,411,245.84","842,580,958.92","962,477,465.53","1,057,337,120.66","1,063,624,240.60","972,421,049.07","957,583,970.38","958,043,655.08"
应付账款,"385,374,473.68","491,256,047.50","419,419,387.86","446,896,919.78","440,061,737.98","596,211,204.13","658,271,849.98","588,303,114.55","530,150,997.24","434,688,447.39","509,103,574.13","576,035,316.19","564,260,358.95","675,990,306.90","726,001,466.22","734,736,840.36","806,213,436.82","1,024,371,406.69","937,765,021.47","960,524,412.25","873,318,444.69","855,438,595.78","875,907,570.58","1,029,902,991.97","868,860,637.32","993,117,015.97","989,033,548.80","1,178,441,342.38","991,226,729.32","992,251,921.42","1,128,179,358.30","1,198,207,462.36","871,808,671.99","1,010,352,449.24","1,000,821,431.04","1,180,634,074.56","870,471,242.32","972,847,133.12","1,236,908,571.03","1,331,001,707.80","1,026,603,677.00","1,197,214,217.65","1,092,594,278.30"
预付款项,"163,704,756.43","104,401,164.44","103,044,729.08","155,212,966.65","156,758,713.33","151,479,546.67","201,771,063.82","55,334,419.20","107,872,292.54","109,493,799.81","118,509,933.64","85,902,814.93","138,359,430.03","114,607,525.71","83,975,329.33","73,026,422.62","109,102,975.44","107,247,665.90","121,475,223.23","67,265,949.52","113,841,058.87","112,657,961.60","130,770,619.86","94,727,013.95","96,941,492.33","90,554,300.20","96,777,392.49","78,300,046.06","112,784,057.95","82,543,500.25","132,364,581.11","61,348,573.80","126,769,652.75","84,859,290.46","79,732,721.28","37,721,606.44","55,062,073.49","53,752,648.67","66,050,586.49","26,994,483.62","32,730,667.30","35,203,388.87","107,605,997.64"
预收款项,"204,130,884.01","331,104,213.28","287,712,025.21","494,144,740.69","454,719,993.38","452,714,197.68","544,424,497.11","293,471,774.09","327,435,668.57","347,548,132.35","291,381,063.01","295,914,466.78","332,804,214.08","295,525,309.93","275,764,793.52","433,784,321.08","593,315,705.18","571,396,992.68","337,666,132.12","492,681,589.92","572,385,350.52","715,230,389.04","910,478,877.96","1,061,553,615.82","1,198,404,821.99","1,241,495,759.75","1,350,064,103.01","881,165,852.28","966,250,148.21","908,000,953.12","870,299,945.84","803,215,198.34","909,271,538.51","898,462,302.96","704,173,427.07","652,044,192.71","643,888,182.06","735,851,331.68","965,643,590.35","838,044,685.39","854,540,228.53","855,765,639.83","1,083,112,604.17"
其他应收款,"48,051,241.02","42,300,869.62","36,349,878.54","44,088,057.37","47,917,708.78","36,702,901.34","40,527,365.46","54,882,711.28","25,914,450.71","26,872,501.29","28,674,795.48","34,460,072.60","35,874,832.71","119,562,683.15","106,740,435.72","102,232,986.04","203,932,218.82","55,982,581.00","62,507,220.84","78,814,412.05","88,048,286.71","92,088,928.45","98,172,088.77","76,776,672.68","89,204,550.18","66,529,291.40","82,315,897.56","68,632,112.23","82,389,242.39","75,425,072.71","83,710,065.37","74,097,979.25","88,087,625.72","54,626,627.63","77,319,968.96","65,787,284.14","45,495,604.60","71,683,039.90","73,311,763.03","69,565,740.00","44,845,394.67","54,375,922.37","51,968,377.39"
应付职工薪酬,"7,738,379.11","11,050,023.84","9,784,936.99","11,634,496.93","11,185,624.41","13,263,941.73","10,962,988.19","13,828,796.12","10,880,097.71","13,653,288.97","13,715,537.67","15,633,315.72","13,420,250.17","17,031,317.02","16,958,041.50","15,196,005.84","12,352,765.70","15,567,366.40","15,453,206.29","15,499,906.77","15,065,942.69","17,607,351.10","17,536,518.74","20,646,995.97","9,205,681.28","21,082,039.40","15,081,753.83","20,375,503.07","15,721,740.91","26,101,540.16","18,641,851.61","26,816,162.91","17,909,639.42","24,562,211.14","21,496,356.61","25,415,412.56","16,689,045.10","19,535,424.25","20,412,301.31","37,664,908.87","22,239,979.53","28,950,088.71","30,494,114.48"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"34,049,807.44","25,802,079.09","31,572,181.22","43,157,402.47","27,045,073.72","17,400,070.86","40,813,447.27","45,483,508.47","32,203,409.71","30,760,975.06","30,619,585.78","48,798,241.23","30,866,186.23","28,442,098.63","25,660,268.88","51,005,062.06","40,513,207.06","35,711,976.64","60,610,522.13","110,198,831.29","79,832,100.45","73,578,642.21","75,284,808.76","64,640,535.10","43,218,298.11","52,283,232.74","53,989,355.21","74,438,371.39","69,510,260.69","64,795,220.81","74,915,534.40","109,939,480.39","83,611,107.32","91,827,294.72","98,813,506.92","110,817,881.64","86,779,406.80","62,967,446.33","92,120,551.73","118,156,124.06","126,271,076.77","74,631,966.76","93,185,511.96"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,"6,817,517.35","7,991,599.99","6,824,179.02","4,948,770.66","8,799,464.32","10,881,943.53","9,330,333.54","3,756,263.00","5,518,233.32","4,504,186.88","4,845,196.37","5,068,518.79","6,318,676.54","6,848,490.88","6,406,193.98","6,927,507.58","8,915,697.23","9,001,690.40","12,549,811.32","1,743,668.18","1,917,657.31","1,551,181.50","1,683,350.02","1,086,629.16"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"736,981.77","3,511,108.83","425,921.49",,"2,500,000.00","14,854,430.04",,,,,"4,605,688.36",,,"11,500,000.00","1,666,666.66","1,666,666.66","8,758,666.66","14,216,666.66","5,950,000.00","400,000.00","11,070,000.00","11,070,000.00","8,250,000.00","6,000,000.00","4,000,000.00","15,570,000.00","13,000,000.00","7,500,000.00","6,226,500.00","6,226,500.00","6,226,500.00","7,500,000.00","6,500,000.00","4,625,000.00","2,500,000.00","2,500,000.00","2,500,000.00","3,054,970.00","8,054,970.00","3,054,970.00","10,554,970.00","51,909,725.12","3,949,340.48"
存货,"555,675,044.40","808,280,500.83","779,154,783.33","888,487,220.14","1,032,517,306.13","1,089,779,823.71","1,193,210,608.21","933,917,002.47","944,243,983.92","905,134,056.50","970,344,650.04","955,818,100.80","979,221,581.07","1,160,895,437.87","1,527,161,429.33","1,468,737,303.40","1,654,876,082.11","2,433,515,670.02","2,615,836,216.21","2,746,188,848.05","2,926,108,768.83","3,124,931,499.95","3,265,474,575.42","3,489,774,039.60","3,565,244,365.87","3,817,544,254.76","4,033,547,064.72","3,807,671,234.03","3,802,085,930.46","3,990,380,199.30","4,012,884,924.39","3,920,809,620.28","3,818,393,893.03","3,619,378,279.23","3,573,138,547.10","3,448,490,578.63","3,271,677,364.17","3,427,552,796.09","3,692,529,961.52","3,150,658,689.72","3,052,271,084.89","3,123,632,212.70","3,123,621,076.17"
其他应付款,"32,816,049.90","30,265,651.37","26,817,982.74","27,657,202.58","29,862,342.29","38,179,185.90","26,565,361.55","18,610,095.76","18,929,302.28","21,470,779.89","20,789,430.37","58,273,527.07","55,981,085.47","71,427,734.79","71,590,607.56","89,950,199.31","54,857,259.45","141,767,295.35","318,951,136.68","185,830,273.98","84,794,922.35","80,979,746.76","61,763,000.16","54,400,651.33","56,007,685.82","60,398,201.63","99,648,706.69","131,547,410.43","110,794,227.50","95,106,544.54","100,927,636.23","119,850,887.41","112,269,277.80","105,151,048.09","119,959,468.46","135,113,241.72","110,440,711.25","120,239,408.11","106,465,492.57","82,287,001.47","71,964,389.18","80,565,426.84","93,862,602.79"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"20,000,000.00","28,000,000.00","28,000,000.00","38,000,000.00","38,000,000.00","90,000,000.00","137,800,000.00","193,800,000.00","268,000,000.00","220,800,000.00","193,000,000.00","138,000,000.00","40,000,000.00","30,000,000.00","10,000,000.00","10,000,000.00","83,000,000.00","83,000,000.00","70,000,000.00",,,,,,"681,410.00","681,410.00","681,410.00",,,,,,,,"1,500,000.00","73,500,000.00","73,500,000.00","72,000,000.00","72,000,000.00",,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,"12,241,850.49","12,241,850.49","34,150,774.65","47,352,587.40","58,731,502.77","69,738,488.41","77,911,841.94","85,964,591.82","69,318,471.97","72,435,408.72","74,751,862.20","76,496,900.13","78,204,214.96","79,011,523.99","85,661,552.17","77,922,099.38","127,799,795.80","188,530,708.92","70,875,038.59","74,131,259.43","59,461,063.50","61,027,040.97","65,832,924.64","69,143,970.12"
其他流动负债,,,,,,,,,,,,,,"9,868,800.00","9,868,800.00",,,,,,,,,,,,,,,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00",,"53,405,321.04","43,170,416.47","57,479,794.95","47,282,002.00"
流动资产合计,"1,681,055,024.16","1,754,390,358.13","1,665,894,929.63","1,850,277,256.04","1,855,697,442.46","2,020,602,861.96","2,198,899,951.18","1,901,061,047.72","1,878,410,494.52","1,882,904,271.17","1,934,122,898.24","1,925,604,919.32","2,159,683,300.97","2,515,435,350.66","2,550,986,478.79","2,692,958,527.44","3,306,127,102.37","3,885,167,896.46","4,169,950,710.62","4,370,693,556.12","4,045,428,749.93","4,203,363,533.83","4,408,459,944.36","4,608,020,031.04","4,665,768,893.23","4,958,138,369.74","5,362,906,902.96","5,140,365,083.38","5,482,072,888.65","5,395,142,074.95","5,594,687,982.64","5,531,301,104.02","5,286,323,402.84","5,277,177,851.10","5,234,433,079.76","5,391,216,783.17","4,932,444,441.31","5,059,170,646.96","5,424,107,842.68","5,115,918,999.23","4,574,975,977.37","4,792,876,420.93","4,971,922,416.84"
