科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,"4,831.31",,,"358,041,701.88",,"602,294,677.62","393,000,000.00","401,905,545.25","332,411,225.06","220,316,497.94","303,202,909.60"
其他流动负债,,,,,,,,,,,,
流动资产合计,"193,137,791.68","287,391,473.00","393,347,632.76","821,207,669.58","920,554,364.43","968,200,292.50","1,013,015,276.83","958,995,619.55","1,003,707,569.77","1,120,611,663.96","1,147,344,480.49","1,076,308,447.59"
流动负债合计,"136,767,635.14","191,659,569.19","253,639,496.34","222,922,057.50","292,710,031.20","290,926,090.30","364,498,552.21","273,557,278.83","379,207,390.44","442,175,316.21","446,627,718.99","365,072,356.54"
可供出售金融资产,,,,,"30,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,"30,000,000.00",,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"92,435,952.19","120,885,970.72","156,031,069.05","154,748,296.68","153,730,123.53","154,148,082.84","165,497,202.79","161,787,743.24","172,643,138.28","171,758,809.79","209,801,266.45","213,913,345.71"
递延所得税负债,,,,,,,,,,,,
在建工程,"16,512,336.15","9,375,476.00","671,991.04","940,313.85","1,623,583.38","2,950,938.80","2,867,290.43","1,972,845.10","30,691,849.38","79,924,262.47","65,172,851.07","72,160,980.67"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"11,547,165.12","11,757,165.12","10,740,392.96","10,591,084.64","10,426,776.32","27,002,468.00","27,345,659.68","43,729,755.51","40,043,043.04","40,780,503.08","41,308,718.55","41,109,901.53"
固定资产清理,,,,,,,,836.42,,,,
负债合计,"148,314,800.26","203,416,734.31","264,379,889.30","233,513,142.14","303,136,807.52","317,928,558.30","391,844,211.89","317,287,034.34","419,250,433.48","482,955,819.29","487,936,437.54","406,182,258.07"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"46,536,600.00","46,536,600.00","46,536,600.00","62,136,600.00","62,136,600.00","155,341,500.00","155,341,500.00","155,341,500.00","155,341,500.00","155,341,500.00","155,341,500.00","155,341,500.00"
油气资产,,,,,,,,,,,,
资本公积,"150,856,080.63","150,856,080.63","150,856,080.63","581,106,976.59","581,106,976.59","488,381,406.40","487,902,076.59","487,902,076.59","487,902,076.59","487,902,076.59","488,630,076.59","488,976,980.50"
无形资产,"68,784,067.99","67,538,118.89","67,126,285.07","66,649,739.72","66,450,698.31","85,057,260.76","96,990,355.68","99,905,719.66","99,278,827.66","102,883,020.80","103,966,784.69","103,912,159.71"
盈余公积,"5,727,311.43","12,741,518.36","21,783,398.66","21,783,398.66","25,970,855.41","21,783,398.66","32,312,383.63","32,312,383.63","37,356,796.14","42,608,298.38","46,176,801.49","46,176,801.49"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"40,102,511.59","101,616,410.10","161,499,839.31","169,708,000.07","192,003,845.98","237,394,347.16","235,314,309.55","248,328,364.18","253,947,071.58","302,094,052.05","338,661,310.47","353,827,927.34"
长期待摊费用,"15,582,694.30","15,641,540.51","11,969,049.93","11,630,703.64","12,287,200.68","9,148,678.17","7,588,537.97","5,159,274.94","6,193,818.32","10,938,071.02","4,779,886.28","4,789,930.30"
少数股东权益,,,,,"40,015,188.18","40,260,192.97","40,234,519.01","40,181,520.40","39,894,656.77","70,895,141.26","69,819,411.74","69,590,161.37"
递延所得税资产,"3,612,763.49","3,882,138.47","3,963,696.11","3,331,525.84","4,243,222.41","2,963,982.86","4,027,404.15","4,004,904.15","4,027,404.15","4,027,404.15","5,007,446.31","5,031,304.79"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"1,471,698.11","10,452,625.81","11,946,083.94","9,739,868.15","15,481,080.94","8,620,167.56","22,962,932.82","19,525,936.08","47,149,927.00","21,653,655.38","20,492,822.54","13,979,460.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"198,399,512.23","227,775,870.40","251,708,175.14","247,040,447.88","283,815,909.25","292,889,110.99","329,933,723.84","322,357,259.59","389,984,964.79","421,185,223.61","439,221,057.34","443,787,181.18"
所有者权益(或股东权益)合计,"243,222,503.65","311,750,609.09","380,675,918.60","834,734,975.32","901,233,466.16","943,160,845.19","951,104,788.78","964,065,844.80","974,442,101.08","1,058,841,068.28","1,098,629,100.29","1,113,913,370.70"
资产总计,"391,537,303.91","515,167,343.40","645,055,807.90","1,068,248,117.46","1,204,370,273.68","1,261,089,403.49","1,342,949,000.67","1,281,352,879.14","1,393,692,534.56","1,541,796,887.57","1,586,565,537.83","1,520,095,628.77"
负债和所有者(或股东权益)合计,"391,537,303.91","515,167,343.40","645,055,807.90","1,068,248,117.46","1,204,370,273.68","1,261,089,403.49","1,342,949,000.67","1,281,352,879.14","1,393,692,534.56","1,541,796,887.57","1,586,565,537.83","1,520,095,628.77"
