科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"394,218,492.36","429,883,593.24","338,488,330.91","187,170,359.70","289,583,825.95","408,254,442.16","113,145,878.54","231,348,831.19","350,270,949.88","483,816,128.01","115,960,076.31","238,245,387.92","352,096,870.87","481,100,994.88","127,693,297.46","261,210,108.99","391,150,630.25","538,130,722.92","122,004,558.45","268,267,037.80","417,542,485.25","564,507,827.14","136,449,887.29","250,208,168.92","380,373,745.40","521,670,136.98","123,338,254.71","263,577,666.92","410,283,366.74","573,246,448.19","142,926,523.22","304,806,384.44","472,849,006.60","656,798,017.76","259,507,577.77"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"702,611.41",,"138,191.00",,,"323,857.75",,,"2,207,538.38","357,383.17",,,,"1,969,732.81","959,218.80","1,938,790.84","1,938,790.84","3,639,438.52","672,634.13","879,128.12","879,128.12","1,231,839.57",,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"6,000,000.00","6,000,000.00","10,300,000.00","10,300,000.00","2,020,000.00","2,020,000.00","2,020,000.00","2,020,000.00",,,,"5,839,900.00","1,788,138.00","4,098,138.00","1,832,138.00","308,000.00",,"5,010,000.00","5,010,000.00","2,535,000.00",
收到其他与经营活动有关的现金,"59,922,266.69","2,765,682.60","2,206,694.56","141,211.30","685,556.57","825,224.65","411,589.07","2,221,979.41","16,272,163.92","19,800,378.89","5,758,996.41","10,400,818.56","14,470,041.52","19,064,371.14","3,290,031.36","5,343,510.99","8,334,426.15","10,164,671.58","1,404,305.40","3,196,364.04","4,283,096.48","6,737,453.30","1,145,327.48","2,743,275.39","3,566,775.71","4,936,110.10","2,617,249.45","4,143,145.61","5,141,574.22","5,618,892.32","1,057,857.31","2,324,922.65","5,890,162.48","4,602,281.94","2,280,534.79"
投资活动现金流出小计,"85,248,469.19","39,321,452.32","22,126,631.48","42,702,847.01","46,474,277.34","49,527,515.10","6,826,423.09","14,678,515.73","80,189,560.08","233,818,819.61","282,071,567.44","468,758,601.86","661,875,609.66","866,746,564.75","138,391,882.88","204,160,225.21","247,685,442.94","302,678,534.84","413,942,697.20","847,153,736.62","1,352,850,341.81","2,088,446,085.45","276,753,985.40","545,632,261.73","1,109,107,936.13","1,786,273,235.73","551,810,955.19","1,135,084,486.92","1,465,700,046.72","1,783,166,681.29","436,084,004.97","1,291,161,037.78","1,830,896,425.53","2,126,729,458.36","507,729,453.23"
经营活动现金流入小计,"454,843,370.46","432,649,275.84","340,833,216.47","187,311,571.00","290,269,382.52","409,403,524.56","113,557,467.61","233,570,810.60","368,750,652.18","503,973,890.07","121,719,072.72","248,646,206.48","366,566,912.39","502,135,098.83","131,942,547.62","268,492,410.82","401,423,847.24","551,934,833.02","124,081,497.98","272,342,529.96","422,704,709.85","572,477,120.01","137,595,214.77","252,951,444.31","383,940,521.11","526,606,247.08","125,955,504.16","267,720,812.53","415,424,940.96","578,865,340.51","143,984,380.53","307,131,307.09","478,739,169.08","661,400,299.70","261,788,112.56"
投资活动产生的现金流量净额,"-83,619,831.19","-39,245,791.62","-21,140,329.48","-41,608,027.89","-45,379,458.22","-48,432,695.98","-6,826,423.09","-11,058,515.73","-69,899,560.08","-202,174,180.67","-94,833,764.00","-83,016,383.50","-149,174,314.59","-257,926,498.17","-71,149,491.10","-75,406,785.48","-118,827,003.21","-160,982,587.53","-264,944,601.26","-256,433,875.17","-543,011,298.17","-585,864,637.16","-41,094,245.62","202,745,065.70","-127,239,715.67","-122,576,290.50","46,262,989.76","-162,872,282.04","-269,583,493.90","-270,061,236.62","-97,178,881.16","-458,995,335.94","-544,382,473.14","-368,015,279.67","-141,668,059.54"
购买商品、接受劳务支付的现金,"281,069,789.00","357,081,294.05","173,485,977.86","128,100,769.03","192,849,681.79","280,330,429.20","66,859,793.80","165,999,258.65","225,601,572.29","284,460,053.54","89,044,314.37","153,167,998.52","230,863,703.33","286,726,001.10","83,346,870.70","161,013,406.41","257,592,611.05","360,812,621.68","83,017,573.14","178,916,905.22","290,532,315.24","373,990,779.43","104,484,852.07","178,651,675.39","230,236,928.80","295,038,256.46","87,246,688.24","127,494,066.36","198,706,256.12","290,145,807.27","88,484,655.39","216,345,487.94","523,317,039.07","687,927,394.43","204,051,895.15"
吸收投资收到的现金,,,,,,"756,578,586.74",,,,,,,"3,750,000.00","3,750,000.00",,,,,"306,416,288.95","306,416,288.95","306,416,288.95","306,416,288.95",,"5,100,000.00","5,100,000.00",,,"92,200,000.00","136,200,000.00","147,000,000.00","389,199,985.27","622,984,301.27","622,984,301.27","568,606,414.93",
