科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"31,432,289.05","57,550,836.32","79,730,564.15","90,053,775.30","66,022,233.87","359,869,344.53","188,547,360.80","61,368,670.08","54,558,140.53","109,667,582.47","66,158,821.09","129,458,315.73","125,583,250.32","141,995,527.21","169,082,711.46","169,764,809.05","155,576,702.43","214,784,119.92","153,992,204.76","156,508,308.76"
短期借款,"84,500,000.00",,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"56,710,413.00","38,815,799.10","60,336,656.69","65,826,737.00","76,609,844.88","45,161,904.82","41,492,164.00","44,359,203.81","53,080,936.40","67,088,903.70","56,308,327.32","42,415,877.95","58,122,864.95","58,773,381.79","46,923,423.10","33,544,476.00","44,792,915.31","73,328,945.78","54,226,651.69","55,652,957.40"
应付票据,"25,954,000.00","43,824,660.28","35,934,000.00","32,791,330.23","39,613,793.22","35,483,784.29","22,683,902.82","22,528,000.00","24,660,000.00","29,793,600.00","28,473,250.00","11,482,189.00","21,361,800.00","29,461,143.10","32,776,843.10","29,630,695.38","31,458,856.27","26,633,660.89","16,093,548.57","22,039,022.61"
应收账款,"110,236,540.02","94,324,247.10","127,762,865.81","126,915,293.77","145,592,913.07","136,214,055.22","154,474,661.49","151,460,610.71","156,768,495.17","145,028,846.82","157,574,489.80","152,113,789.02","156,503,858.85","145,876,328.26","149,930,500.08","143,010,880.30","144,424,872.66","139,287,725.65","119,701,791.02","124,589,814.96"
应付账款,"84,247,606.31","67,190,708.69","89,093,467.69","90,300,193.09","83,918,588.37","88,505,225.67","77,237,828.62","76,208,221.16","74,356,055.03","79,831,939.49","75,933,972.99","85,491,620.95","88,256,660.81","85,497,936.54","86,123,213.28","79,725,363.36","83,894,318.91","97,749,405.63","85,045,701.95","102,580,650.46"
预付款项,"3,279,088.93","4,615,260.00","3,204,758.26","3,373,555.25","5,358,166.10","5,416,380.94","6,681,758.36","13,038,147.67","10,373,901.16","4,328,976.52","8,991,234.59","10,945,344.41","12,913,472.63","4,033,876.81","21,111,532.55","2,975,405.11","16,363,645.87","17,331,694.36","37,490,987.46","22,225,655.93"
预收款项,"114,786,217.28","127,872,724.96","110,302,277.48","72,187,326.55","79,605,694.49","58,697,717.86","64,120,033.72","80,615,836.27","67,264,337.36","46,862,844.60","47,887,301.56","49,738,703.02","54,567,765.52","64,948,347.75","55,594,031.76","50,691,380.24","68,481,600.65","104,011,794.43","117,964,175.08","110,916,443.54"
其他应收款,"3,501,061.29","2,781,245.47","3,656,616.15","3,291,141.43","4,038,902.10","3,401,038.64","3,190,447.41","2,984,165.01","4,262,680.60","2,689,917.68","3,485,288.45","3,144,500.23","3,639,978.33","2,512,961.80","3,739,804.53","3,310,109.88","4,959,847.01","4,187,283.76","6,979,258.93","6,214,942.72"
应付职工薪酬,"3,793,115.00","4,887,885.00","6,548,000.00","3,200,000.00","3,200,000.00","6,711,200.00",,,"3,505,400.00","8,352,900.00","2,093,500.00","3,916,200.00","5,641,000.00","7,412,600.00","1,876,500.00","3,775,300.00","5,046,600.00","8,650,500.00","1,745,600.00","4,808,800.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"4,164,380.94","64,858.06","4,054,722.96","13,687,324.78","5,521,195.09","244,683.25","3,626,017.29","2,143,748.21","3,660,084.82","4,587,655.79","5,349,203.98","2,647,890.32","1,301,682.86","1,635,610.85","4,112,012.26","575,722.79","402,658.32","3,824,031.32","-479,300.71","3,121,860.79"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"127,765,612.70","126,868,689.08","118,252,252.91","106,502,712.90","113,691,026.34","116,323,413.16","122,400,901.35","127,084,334.57","121,633,876.11","111,394,254.83","103,255,291.66","106,857,099.93","115,831,939.87","125,175,504.33","120,701,204.11","123,822,778.24","139,654,131.53","143,254,918.58","161,316,894.11","170,239,715.97"
其他应付款,"205,605.39","163,118.39","1,970,200.69","1,481,785.00","1,406,000.00","2,068,782.40","1,782,605.97","1,887,624.37","1,833,934.37","1,254,215.66","1,190,280.69","737,240.99","526,927.82","870,649.63","850,488.36","76,410.29","223,111.88","332,082.33","244,111.96","368,651.20"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,
其他流动资产,,"290,465.17",,,,"4,743,292.42","149,743,292.42","277,963,704.63",,"237,658,480.00","254,900,000.00","193,500,000.00","194,000,000.00","202,690,403.42","173,000,000.00","181,298,525.11","185,000,000.00","157,000,000.00","204,000,000.00","204,678,044.68"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"332,925,004.99","325,246,542.24","392,943,713.97","395,963,215.65","411,313,086.36","671,129,429.73","666,530,585.83","678,258,836.48","684,678,029.97","677,856,962.02","650,673,452.91","638,434,927.27","666,595,364.95","681,057,983.62","684,489,175.83","657,726,983.69","690,772,114.81","749,174,688.05","737,707,787.97","740,109,440.42"
流动负债合计,"317,650,924.92","244,003,955.38","247,902,668.82","213,647,959.65","213,265,271.17","191,711,393.47","169,450,388.42","183,383,430.01","175,279,811.58","170,683,155.54","160,927,509.22","154,013,844.28","171,655,837.01","189,826,287.87","181,333,088.76","164,474,872.06","189,507,146.03","241,201,474.60","220,613,836.85","243,835,428.60"
可供出售金融资产,,,,,,,,,,,,"32,000,000.00","32,000,000.00","32,000,000.00","32,000,000.00","32,000,000.00","32,000,000.00","32,000,000.00","32,000,000.00","32,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"32,000,000.00",,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"121,137,596.92","107,952,720.96","103,700,757.05","97,180,969.03","93,724,507.93","90,712,357.68","87,289,773.17","83,988,107.74","80,749,685.96","77,800,253.89","74,589,387.87","71,923,385.02","68,766,895.52","66,039,007.10","63,191,709.09","61,066,676.87","58,296,415.84","55,500,456.24","52,780,446.90","50,572,315.47"
递延所得税负债,,,,,,,,,,,,,,,,,,,,
在建工程,,,"1,036,100.00","1,072,800.00","1,072,800.00","1,240,655.00","1,072,800.00",,,"12,031,690.20","12,031,690.20","13,631,054.28","12,674,616.83","17,309,177.66","17,390,215.40","26,184,892.32","27,743,461.77","31,288,431.30","31,201,008.26","43,783,128.48"
其他非流动负债,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,"600,000.00",,,,,,,,,,,,,,
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"317,650,924.92","244,003,955.38","247,902,668.82","213,647,959.65","213,265,271.17","192,311,393.47","169,450,388.42","183,383,430.01","175,279,811.58","170,683,155.54","160,927,509.22","154,013,844.28","171,655,837.01","189,826,287.87","181,333,088.76","164,474,872.06","189,507,146.03","241,201,474.60","220,613,836.85","243,835,428.60"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00","168,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"80,823,513.55","80,823,513.55","80,823,513.55","80,823,513.55","80,823,513.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","328,042,633.55","288,042,633.55","288,042,633.55","240,042,633.55"
无形资产,"35,965,581.37","35,356,110.55","34,401,170.47","33,923,700.43","33,684,965.41","33,446,230.39","33,207,495.37","32,974,609.66","32,753,422.57","32,532,235.48","32,311,048.39","32,089,861.30","31,868,674.21","31,647,487.12","31,437,626.89","31,233,430.09","31,029,233.29","30,825,036.49","30,620,839.69","30,416,642.89"
盈余公积,"3,396,954.80","8,675,791.95","14,660,107.39","14,660,107.39","14,660,107.39","20,094,119.86","20,094,119.86","20,094,119.86","20,094,119.86","24,371,166.95","24,371,166.95","24,371,166.95","24,371,166.95","26,760,248.67","26,760,248.67","26,760,248.67","26,760,248.67","30,068,479.32","30,094,618.72","30,068,479.32"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,
未分配利润,"30,572,593.20","78,082,127.53","131,940,966.48","162,580,305.25","174,617,668.32","180,847,078.76","195,280,065.38","188,442,780.07","199,505,983.12","203,340,502.57","214,480,586.67","208,179,697.01","214,364,027.92","211,242,238.01","220,190,508.83","217,009,572.61","223,348,950.06","229,016,313.89","235,516,463.55","225,492,030.48"
长期待摊费用,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,
