科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,"300,000,000.00",,"400,000,000.00","400,000,000.00","400,000,000.00",,,,,,,,,,,,"500,000,000.00",,"64,987,056.48","64,987,056.48","105,331,434.48",,,,,
支付其他与经营活动有关的现金,"163,790,798.19","190,314,125.88","182,048,286.60","27,368,721.72","82,309,889.67","152,821,511.63","262,507,868.72","58,820,003.16","145,135,099.83","182,134,931.63","298,305,495.84","58,033,300.31","128,421,537.53","179,230,517.21","299,669,781.53","90,858,219.54","147,959,323.88","224,276,312.10","290,078,886.20","62,026,066.25","114,340,158.30","166,643,584.50","253,937,325.37","50,985,265.20","111,693,872.92","179,751,749.99","211,494,415.24","68,797,348.55","159,344,021.64","235,631,955.01","409,608,340.97","69,980,075.59","149,248,021.79","202,071,015.05","363,148,905.83","59,675,495.68","149,438,205.90","240,320,485.19","444,219,322.49","117,774,022.98"
筹资活动现金流入小计,"704,351,853.93","995,600,000.00","1,070,500,000.00","3,670,661,000.00","3,778,000,000.00","3,780,444,000.00","4,205,102,000.00","1,440,000,000.00","1,940,000,000.00","2,040,000,000.00","2,040,000,000.00","600,000,000.00","600,000,000.00","1,539,500,000.00","2,139,500,000.00","901,769,343.20","2,494,228,372.80","2,572,987,060.80","3,269,449,321.60","230,000,000.00","900,100,000.00","900,100,000.00","1,683,586,000.00","3,360,000,000.00","4,210,400,000.00","5,060,400,000.00","6,771,954,500.00","2,933,500,000.00","2,933,500,000.00","3,489,850,000.00","4,587,550,000.00","600,000,000.00","1,164,987,056.48","1,174,987,056.48","1,955,431,434.48","400,000,000.00","400,000,000.00","1,514,000,000.00","1,700,000,000.00","100,000,000.00"
经营活动现金流出小计,"2,506,469,777.38","3,341,281,702.95","3,021,157,746.58","687,802,072.12","1,517,973,449.45","2,521,799,040.21","3,645,976,938.05","1,130,559,190.61","2,767,885,423.58","4,611,481,238.94","6,617,546,214.89","1,384,076,995.66","3,158,366,794.12","4,645,960,136.81","6,509,373,510.81","1,549,855,362.23","3,107,377,036.18","4,634,460,465.99","6,639,965,373.99","1,379,409,840.33","2,903,340,449.36","4,385,769,084.44","6,783,093,079.03","1,110,052,520.74","2,253,922,774.90","3,886,242,656.66","6,308,594,805.15","846,787,163.24","1,647,482,274.64","2,577,858,592.06","3,921,708,084.39","1,198,874,769.48","2,391,522,498.07","3,480,049,646.48","4,444,653,431.94","912,547,712.97","1,971,421,390.92","3,198,051,466.18","4,745,310,402.13","1,178,322,477.18"
偿还债务支付的现金,"374,000,000.00","834,000,000.00","452,000,000.00","120,000,000.00","1,002,000,000.00","1,002,000,000.00","1,002,000,000.00","1,300,000,000.00","1,300,000,000.00","1,400,000,000.00","1,700,000,000.00","740,000,000.00","740,000,000.00","1,140,000,000.00","1,140,000,000.00","500,000,000.00","1,000,000,000.00","1,500,000,000.00","1,500,000,000.00","110,000,000.00","140,000,000.00","140,000,000.00","920,000,000.00","240,000,000.00","1,680,100,000.00","1,680,100,000.00","3,676,720,000.00","1,700,935,498.77","2,541,180,257.60","2,801,775,531.67","4,737,704,226.04","388,265,503.04","1,160,452,786.00","1,483,693,490.24","2,087,998,636.77","381,773,918.71","683,424,794.02","1,535,904,139.70","1,934,424,291.80","365,380,119.80"
经营活动产生的现金流量净额,"267,271,523.20","689,949,973.98","540,943,024.80","52,499,551.02","246,001,099.63","602,456,347.16","837,321,615.22","357,442,956.06","656,881,607.68","818,784,939.47","1,012,407,005.11","513,775,376.44","466,530,704.21","814,951,395.14","812,143,063.68","122,971,531.01","442,216,542.40","470,896,591.05","352,057,653.79","166,057,846.78","286,606,448.29","279,763,989.08","171,434,974.06","-187,019,405.91","-249,649,040.69","-89,619,050.60","-128,938,803.64","20,634,061.68","155,156,785.33","634,245,643.09","1,020,410,744.82","369,958,921.83","755,481,811.89","1,042,198,344.28","1,768,678,088.04","770,887,257.24","1,693,019,684.40","2,338,829,284.02","2,337,855,595.24","361,498,859.65"
分配股利、利润或偿还利息支付的现金,"384,323,243.46","235,911,501.78","173,200,469.53","11,686,180.50","17,687,959.75","333,227,516.17","340,338,498.26","21,772,355.56","31,602,572.23","346,481,648.31","369,890,716.68","32,459,816.39","48,743,619.01","417,304,948.34","428,575,170.56","9,618,388.89","56,514,978.41","365,111,471.93","397,362,167.16","30,668,332.67","76,913,395.90","353,738,802.15","340,303,081.89","45,235,973.54","121,458,729.02","214,748,326.10","285,047,399.86","190,074,266.78","213,363,131.11","279,478,959.02","337,590,561.37","236,143,171.33","311,492,745.04","347,146,528.22","391,606,166.14","211,816,385.90","253,458,097.42","507,573,656.04","589,776,314.88","211,970,005.70"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"119,306,600.00","119,646,880.28","119,646,880.28","275,827.50","2,815,472.69","3,104,140.62","3,104,095.29","26,415.20","276,415.20","2,824,913.39","2,859,913.39","3,759,569.67","16,966,442.62","18,757,878.81","21,968,726.61","4,734,629.10","20,222,201.45","21,668,880.88","28,957,000.37","13,423,889.46","28,877,280.10","32,611,327.31","22,291,644.32","12,137,600.70","25,141,400.73","26,231,983.02","107,289,530.64","1,088,773.50","14,010,968.96","14,767,902.71","87,998,202.29","642,269.50","13,212,806.50","43,904,503.65","179,097,370.56","310,125.00"
取得投资收益收到的现金,,"118,815.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"758,323,243.46","1,069,911,501.78","625,200,469.53","131,686,180.50","1,138,994,559.75","1,454,874,396.45","1,461,985,378.54","1,322,048,183.06","1,334,418,044.92","1,749,585,788.93","2,072,994,811.97","772,486,231.59","789,020,034.21","1,560,129,861.73","1,571,435,083.95","513,377,958.56","1,073,481,421.03","1,883,869,350.74","1,919,330,893.77","145,402,961.77","237,135,597.35","515,407,683.03","1,289,260,082.26","298,659,863.00","1,830,436,009.12","1,927,459,653.41","3,984,059,044.18","1,903,147,366.25","2,779,684,789.44","3,107,486,473.71","5,182,584,318.05","625,497,447.87","1,485,956,500.00","1,845,607,921.17","2,567,603,005.20","594,232,574.11","950,095,697.94","2,087,382,299.39","2,703,297,977.24","577,660,250.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,"872,839.13","1,009,972.80","1,761,339.00","125,667.00","1,140,867.00","1,600,233.00","3,903,477.02","745,865.00","1,657,706.60","5,881,326.70","24,799,440.94","798,545.20","1,782,545.20","2,387,326.60","3,601,326.60","-334,378.60","1,999,596.00","2,426,535.80","3,140,005.00","193,763.80","3,288,939.20","3,316,346.24","5,586,262.78","176,766.35","1,401,455.27","1,779,807.27","2,825,386.40","839,700.00","3,468,636.97","11,435,513.37","9,087,454.19","1,322,100.00","1,784,535.00","2,057,075.00","2,035,726.00","1,287,001.00","11,477,859.38","17,337,935.06","22,926,461.76","7,536,050.00"
筹资活动产生的现金流量净额,"-53,971,389.53","-74,311,501.78","445,299,530.47","3,538,974,819.50","2,639,005,440.25","2,325,569,603.55","2,743,116,621.46","117,951,816.94","605,581,955.08","290,414,211.07","-32,994,811.97","-172,486,231.59","-189,020,034.21","-20,629,861.73","568,064,916.05","388,391,384.64","1,420,746,951.77","689,117,710.06","1,350,118,427.83","84,597,038.23","662,964,402.65","384,692,316.97","394,325,917.74","3,061,340,137.00","2,379,963,990.88","3,132,940,346.59","2,787,895,455.82","1,030,352,633.75","153,815,210.56","382,363,526.29","-595,034,318.05","-25,497,447.87","-320,969,443.52","-670,620,864.69","-612,171,570.72","-194,232,574.11","-550,095,697.94","-573,382,299.39","-1,003,297,977.24","-477,660,250.50"
处置子公司及其他营业单位收到的现金净额,,,,,,,"4,439,387.50",,,,,,,,,,,,,,,,,,,,,,,,,"936,369.44","936,369.44","936,369.44","936,369.44",,,,,
四、汇率变动对现金的影响,,,,,,,,,"-34,826.18","-266,206.00","18,424,478.55","1,312,054.98","-91,180.90","-2,466,762.31","5,254,963.54","4,994,668.07","11,892,074.20","15,479,158.59","19,631,420.03","1,795,744.99","-1,307,021.19","-1,380,553.74","-3,427,305.84","-3,793,701.65","-7,051,221.21","-9,965,709.57","-11,863,587.10","-1,656,473.83","2,770,313.05","3,546,526.73","6,255,923.58","-30,129.22","2,526,443.79","3,349,552.00","4,775,946.91","4,790,079.77","-14,749,743.66","-32,348,171.23","-22,882,401.13","8,063,569.78"
收到其他与投资活动有关的现金,,,,,,"15,423.33",,,,,,,,,"25,018.92",,"979,000.00","1,485,000.00","2,007,500.00","544,500.00","544,500.00","544,500.00","544,500.00",,,,,,"10,111,111.11","10,995,833.33","500,000,000.00",,,,,,"100,000,000.00","100,000,000.00","100,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"872,839.13","1,128,788.71","1,761,339.00","125,667.00","1,140,867.00","1,615,656.33","8,342,864.52","745,865.00","1,657,706.60","5,881,326.70","24,799,440.94","798,545.20","1,782,545.20","2,387,326.60","3,626,345.52","-334,378.60","2,978,596.00","3,911,535.80","5,147,505.00","738,263.80","3,833,439.20","3,860,846.24","6,130,762.78","176,766.35","1,401,455.27","1,779,807.27","2,825,386.40","839,700.00","13,579,748.08","22,431,346.70","509,087,454.19","2,258,469.44","2,720,904.44","2,993,444.44","2,972,095.44","1,287,001.00","111,477,859.38","117,337,935.06","122,926,461.76","7,536,050.00"
五、现金及现金等价物净增加额,"1,207,182.98","246,891,079.05","-48,636,057.66","3,497,621,239.30","2,200,270,183.40","1,878,592,647.71","2,202,468,198.27","371,001,539.02","1,065,630,484.17","551,877,134.62","-344,081,402.38","-204,137,843.56","-759,791,538.14","-586,020,639.05","-741,732,380.56","-194,561,931.15","899,404,358.57","-163,423,462.29","-165,630,055.65","21,159,197.63","415,738,145.38","-456,450,452.68","-805,271,719.07","980,043,908.26","927,422.91","728,915,085.47","235,283,797.85","429,058,829.28","-245,224,661.22","332,364,738.80","154,819,597.57","274,420,294.81","153,704,250.73","-33,598,332.78","449,783,967.31","414,642,611.36","849,460,883.49","1,073,524,044.66","1,130,894,455.86","-263,441,149.82"
购建固定资产、无形资产和其他长期资产支付的现金,"187,965,789.82","307,796,181.86","1,036,594,951.93","93,978,798.22","285,857,223.48","651,028,959.33","939,176,804.74","82,364,498.98","152,983,329.31","457,464,506.92","599,274,584.42","547,537,588.59","831,993,572.44","1,137,262,736.75","1,500,019,299.14","177,868,900.21","439,254,251.37","804,894,167.82","1,325,188,376.06","232,029,696.17","535,859,123.57","1,121,387,051.23","1,276,166,313.01","170,659,887.53","384,707,524.99","566,393,466.76","674,898,497.65","121,108,932.32","70,042,348.39","209,716,802.57","285,394,705.53","72,269,519.37","186,055,465.87","311,517,729.03","614,469,512.58","168,088,072.54","290,189,058.69","422,909,463.80","203,703,982.77","162,878,298.75"
期初现金及现金等价物余额,"265,833,463.72","267,040,646.70","513,931,725.75","465,295,668.09","465,295,668.09","465,295,668.09","465,295,668.09","2,667,763,866.36","2,667,763,866.36","2,667,763,866.36","2,667,763,866.36","2,323,682,463.98","2,323,682,463.98","2,323,682,463.98","2,323,682,463.98","1,581,950,083.42","1,581,950,083.42","1,581,950,083.42","1,581,950,083.42","1,416,320,027.77","1,416,320,027.77","1,416,320,027.77","1,416,320,027.77","640,779,510.79","611,048,308.70","611,048,308.70","611,048,308.70","846,332,106.55","846,332,106.55","846,332,106.55","846,332,106.55","1,001,151,704.12","1,001,151,704.12","1,001,151,704.12","1,001,151,704.12","1,450,935,671.43","1,450,935,671.43","1,450,935,671.43","1,464,724,226.88","2,693,332,337.18"
投资支付的现金,"25,000,000.00","62,080,000.00","45,000.00",,"400,000,000.00","400,000,000.00","47,131,521.52","22,674,600.00","45,349,200.00","105,349,200.00","755,349,200.00",,"7,000,000.00","43,000,000.00","230,801,246.40","501,750,128.56","494,209,446.93","492,968,182.47","489,430,578.74",,,,"94,569,754.80",,"1,739,030,236.35","1,739,826,841.46","20,055,247.50","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,,,"254,000,000.00",,
期末现金及现金等价物余额,"267,040,646.70","513,931,725.75","465,295,668.09","3,962,916,907.39","2,665,565,851.49","2,343,888,315.80","2,667,763,866.36","3,038,765,405.38","3,733,394,350.53","3,219,641,000.98","2,323,682,463.98","2,119,544,620.42","1,563,890,925.84","1,737,661,824.93","1,581,950,083.42","1,387,388,152.27","2,481,354,441.99","1,418,526,621.13","1,416,320,027.77","1,437,479,225.40","1,832,058,173.15","959,869,575.09","611,048,308.70","1,620,823,419.05","611,975,731.61","1,339,963,394.17","846,332,106.55","1,275,390,935.83","601,107,445.33","1,178,696,845.35","1,001,151,704.12","1,275,571,998.93","1,154,855,954.85","967,553,371.34","1,450,935,671.43","1,865,578,282.79","2,300,396,554.92","2,524,459,716.09","2,595,618,682.74","2,429,891,187.36"
