科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"1,162,205,054.33","1,553,748,155.05","1,698,192,625.94","2,155,351,429.84","3,591,512,203.78","4,462,621,195.62","4,453,498,997.29","4,991,472,471.95","4,315,873,210.25","5,302,935,721.18","5,384,660,897.50","4,634,868,943.74","4,217,765,722.00","4,880,453,020.65","5,256,938,666.09","4,491,339,960.58","3,806,062,872.38","4,372,304,530.92","4,748,967,664.82","4,095,234,111.81","3,521,430,371.62","3,382,665,186.81","3,365,398,744.74","3,099,909,386.47","2,818,258,605.55","3,674,784,601.86","5,158,222,708.20","3,705,441,180.18","3,335,310,582.13","3,402,834,125.91","4,968,114,468.63","3,747,006,121.49","3,364,092,482.60","3,273,649,326.91"
短期借款,,,,,,,,,,,,,,"2,850,000.00","2,400,000.00","2,850,000.00","4,050,000.00","5,100,000.00","4,200,000.00","2,100,000.00","1,650,000.00",,"27,000,000.00",,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,"600,000,000.00",,"600,000,000.00","715,000,000.00","1,000,000,000.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,"17,520,000.00","10,100,000.00","13,600,000.00","20,600,000.00","26,800,000.00","14,100,000.00","20,100,000.00","20,100,000.00","19,300,000.00","24,600,000.00","20,700,000.00","20,900,000.00","11,600,000.00","10,400,000.00","12,900,000.00","14,300,000.00","13,300,000.00","3,000,000.00","7,200,000.00","6,500,000.00","3,000,000.00","11,000,000.00","10,800,000.00","4,800,000.00","5,500,000.00","3,500,000.00",,"2,000,000.00","500,000.00",,,,,
应收账款,"27,619,544.89","23,306,249.76","24,907,439.36","40,094,544.80","41,692,553.03","58,338,803.52","31,040,924.92","36,616,276.47","29,042,427.19","41,977,361.56","50,626,338.68","24,592,827.91","28,156,799.45","41,381,487.78","26,234,225.41","35,815,207.01","23,883,032.39","37,555,456.96","41,137,273.05","34,288,386.09","25,742,872.09","33,103,278.36","30,970,594.01","30,337,494.77","33,236,503.09","49,031,106.15","58,705,955.73","30,841,072.25","69,647,180.21","61,073,504.17","55,376,853.61","57,544,643.43","55,530,542.45","77,357,365.62"
应付账款,"710,452,884.43","876,262,343.33","1,155,645,311.56","1,286,232,658.79","1,141,490,037.92","1,093,689,035.71","1,279,279,272.15","1,401,869,058.68","1,320,138,003.26","1,445,490,779.63","1,755,054,941.57","1,136,522,536.15","1,267,918,136.61","1,352,844,755.30","1,805,925,550.05","1,463,211,701.64","1,481,737,781.37","1,460,442,743.01","2,184,569,607.10","1,521,887,864.92","1,531,082,057.05","1,634,247,864.20","2,348,454,891.43","1,883,508,300.75","1,892,129,581.34","2,614,092,861.45","3,134,604,487.29","2,580,988,338.24","2,529,586,220.96","2,594,822,917.65","3,459,616,128.19","2,503,546,467.01","2,704,024,053.84","2,703,486,281.43"
预付款项,"56,232,722.07","126,562,230.60","320,914,847.26","335,064,524.98","81,620,598.89","68,608,239.02","115,102,774.39","138,013,009.68","272,280,104.68","362,383,325.16","580,985,561.16","705,659,008.21","560,118,588.87","641,315,430.35","81,918,051.03","301,086,425.27","305,987,143.60","320,507,325.51","44,837,041.22","69,996,906.07","203,783,634.96","279,173,626.86","84,910,001.54","121,108,054.26","121,287,655.16","146,193,983.61","74,036,933.70","100,102,408.81","139,203,093.55","217,910,845.10","56,532,441.76","45,388,904.39","52,133,817.49","52,135,789.82"
预收款项,"898,775,542.75","1,102,109,450.94","1,410,140,496.55","1,715,340,667.46","1,476,626,300.83","2,313,304,970.45","1,964,250,898.90","2,221,960,395.87","1,916,830,173.26","2,585,507,632.06","2,553,039,528.24","2,579,224,017.64","2,293,601,548.45","3,247,188,577.68","2,852,612,287.17","3,169,144,825.15","2,783,036,467.66","3,525,700,932.93","3,623,247,790.92","3,768,133,944.35","3,393,082,207.34","3,960,430,795.39","3,549,448,718.99","3,720,745,893.02","3,365,894,907.41","4,104,956,221.12","3,906,862,883.20","4,177,400,247.36","4,079,342,623.97","4,875,337,507.10","4,666,406,878.77","4,813,691,918.16","4,550,420,902.87","5,304,167,514.21"
