科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"5,833,854.84","16,701,311.84","24,198,981.04","31,790,183.91","31,559,280.33","169,307,109.21","161,859,996.47","209,636,216.40","149,373,259.11","108,861,747.85","147,721,526.58","100,428,208.34","123,806,215.36","71,079,879.64","83,443,912.50","108,937,832.01","116,369,980.37","94,149,134.12","132,332,556.47","111,300,685.09","101,007,468.09","125,708,855.22","116,182,649.63","81,183,376.24","84,829,538.56","55,475,664.74","86,086,305.99","68,652,809.32","98,891,494.59","37,277,194.45"
短期借款,"37,850,000.00","50,350,000.00","110,945,355.10","183,450,000.00","177,450,000.00","151,450,000.00","144,450,000.00","209,450,000.00","171,654,184.00","188,450,000.00","198,450,000.00","211,450,000.00","231,450,000.00","197,450,000.00","227,450,000.00","285,408,820.69","317,091,763.00","313,644,359.19","322,917,550.00","297,559,950.00","318,062,092.89","352,143,252.37","288,450,000.00","263,450,000.00","270,003,267.00","351,403,267.00","282,405,500.00","331,405,500.00","349,161,600.00","271,661,600.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"15,919,049.59","17,778,907.29","40,310,581.11","27,361,284.39","63,429,401.57","70,437,799.29","92,133,797.85","67,603,731.60","47,455,881.99","34,633,069.83","69,110,481.71","54,301,097.15","56,725,030.38","44,844,423.07","86,228,567.33","58,183,950.48","88,926,566.58","97,653,005.30","90,114,874.46","62,165,962.85","48,723,453.45","73,796,369.53","94,349,318.43","88,931,161.87","85,485,225.02","90,924,063.70","110,493,271.80","95,427,317.68","168,075,041.37","156,897,531.06"
应付票据,,,"2,500,000.00","2,500,000.00",,,,,,,,,,,"200,000.00","200,000.00",,,,,,,,,,"36,000,000.00",,,,
应收账款,"51,917,705.66","55,478,678.94","82,502,131.01","104,384,443.91","121,144,528.06","134,013,127.25","99,649,402.23","134,809,577.23","155,702,350.59","154,409,286.30","130,173,795.08","156,948,985.17","173,860,075.07","176,408,671.07","149,351,398.90","181,483,986.83","189,705,462.06","215,014,159.54","173,856,743.35","192,405,749.57","200,133,489.31","200,978,873.57","192,943,749.94","211,022,022.52","224,341,966.02","231,295,965.75","186,314,652.77","228,732,175.58","225,112,326.32","215,047,412.25"
应付账款,"17,977,385.66","20,229,319.16","28,540,574.47","24,431,341.10","44,950,398.90","26,153,749.59","31,726,077.90","19,802,649.43","13,846,549.63","13,472,920.18","29,465,759.74","39,860,879.80","63,192,720.85","54,910,889.23","58,449,593.66","41,828,329.98","72,288,915.77","48,505,625.11","36,494,754.61","58,026,174.06","56,035,014.33","63,957,815.85","50,024,596.99","54,246,743.55","49,423,990.40","52,636,589.65","39,823,353.47","45,671,711.34","60,827,792.18","47,293,322.71"
预付款项,"7,563,712.56","18,262,099.56","19,631,177.48","40,916,942.36","39,972,810.67","52,741,300.12","54,706,892.53","73,163,860.95","83,988,493.57","91,540,191.34","82,386,103.52","119,384,006.55","119,255,351.85","141,989,978.84","33,994,068.02","27,456,809.06","57,396,252.32","46,150,550.98","30,877,799.37","48,146,776.41","55,673,419.97","36,728,315.87","14,749,252.24","23,063,619.25","29,349,579.91","40,408,752.57","32,607,525.92","31,692,856.97","30,520,509.34","49,293,839.05"
预收款项,"43,809,465.73","45,582,081.84","17,255,933.63","24,969,115.24","23,747,035.42","33,119,471.12","24,773,632.29","37,027,875.91","9,475,245.06","16,790,355.82","13,161,824.32","15,768,549.81","13,311,000.28","21,918,250.80","14,159,815.26","15,641,514.52","22,413,575.12","23,871,446.77","15,643,063.35","17,121,923.61","17,863,044.12","15,573,438.62","12,743,660.83","21,194,030.80","22,694,786.15","24,409,766.67","12,605,807.00","21,502,115.12","27,181,453.20","23,269,100.97"
