科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"29,167,045.07","28,693,087.23","38,237,495.88","52,915,439.38","45,215,070.81","82,655,136.75","77,295,448.63","104,716,301.92","94,997,222.14","271,648,638.08","227,714,505.83","253,623,957.20","193,755,350.69","227,824,411.50","199,666,220.97","267,095,722.97","245,949,031.31","282,127,115.93","223,947,295.73","228,398,649.09","284,432,052.25","204,005,959.72","215,254,226.20","221,761,039.59","158,116,073.62","127,240,619.30","149,654,305.17","168,271,616.23","197,856,508.54","181,029,045.34","241,626,786.17","185,975,178.02","196,188,234.85","276,757,362.26","291,047,365.39","255,779,520.58","239,521,921.86","203,898,840.93","168,857,678.75","230,135,915.36","178,956,852.53","386,318,486.61","196,167,065.69","406,453,681.38","294,732,523.80","455,546,962.19","283,074,580.10","404,859,460.42","291,610,606.74"
短期借款,"35,500,000.00","49,700,000.00","46,700,000.00","59,300,000.00","111,400,000.00","132,000,000.00","155,900,000.00","168,800,000.00","193,600,000.00","193,000,000.00","193,000,000.00","232,200,000.00","304,200,000.00","389,200,000.00","408,000,000.00","437,128,473.17","502,827,619.27","680,665,447.87","691,038,548.53","714,143,774.82","776,820,717.77","863,723,788.10","880,226,520.59","956,063,814.50","1,151,002,494.12","1,194,413,886.43","1,017,737,996.24","1,106,183,727.95","1,222,149,022.85","1,117,736,080.80","1,347,060,000.00","1,214,100,000.00","1,263,100,000.00","1,219,300,000.00","1,345,300,000.00","1,522,700,000.00","1,507,600,000.00","1,428,400,000.00","1,332,300,000.00","1,332,800,000.00","1,227,880,000.00","1,416,080,000.00","1,334,660,000.00","1,300,849,000.00","1,273,124,000.00","1,371,196,000.00","1,285,652,000.00","1,203,680,000.00","1,249,748,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,050,000.00","3,203,163.07","13,693,947.72","11,827,316.00","11,489,404.83","34,999,882.15","30,730,738.98","10,885,414.00","16,870,259.99","23,767,702.99","44,801,811.83","25,700,106.37","23,608,136.01","55,136,144.93","93,255,905.74","75,237,117.47","76,026,785.75","127,912,664.46","92,564,076.57","87,952,261.92","48,410,676.19","60,949,460.92","96,057,457.77","184,847,765.32","139,066,515.05","148,663,393.00","108,054,555.77","254,188,842.50","164,349,051.24","163,302,118.51","134,825,919.17","261,615,574.92","167,444,370.93","149,614,099.11","101,675,524.28","298,407,029.87","101,495,445.48","129,502,169.11","134,216,206.94","326,437,675.56","171,124,250.76","191,273,561.41","156,778,863.28","308,283,058.86","219,104,651.18","176,169,622.00","168,301,618.84","245,062,084.37","151,872,177.04"
应付票据,"43,078,490.00","32,926,010.00","36,216,010.00","24,276,000.00","23,891,080.00","46,267,116.33","52,403,131.93","49,599,295.60","62,744,506.99","83,426,367.39","115,798,132.39","123,543,044.46","100,602,288.36","131,823,885.60","144,092,812.70","140,213,314.11","137,031,711.01","140,913,554.60","163,916,100.22","154,804,737.48","142,009,756.66","152,217,131.81","187,896,573.71","136,741,559.90","151,544,373.00","176,035,378.92","154,690,522.11","119,028,117.40","148,027,539.40","218,582,425.00","227,865,153.37","188,052,886.75","232,567,875.00","305,555,444.05","293,638,500.00","245,082,166.00","176,183,162.87","206,905,436.67","214,476,772.27","104,008,424.47","173,517,992.00","213,838,400.00","250,450,000.00","278,966,000.00","303,565,146.10","350,030,216.10",,"439,086,071.00",
应收账款,"76,128,387.63","93,476,383.88","92,302,697.70","68,927,766.23","98,697,974.40","102,602,091.73","138,175,777.85","109,921,889.94","142,644,781.23","179,105,837.13","200,171,088.95","179,546,382.73","263,560,205.05","279,767,848.21","332,337,339.77","294,192,679.13","384,290,115.15","451,502,274.85","529,970,269.49","492,431,291.04","606,985,768.44","642,770,660.85","800,433,564.47","677,450,692.51","817,173,028.93","875,668,860.66","849,455,794.49","759,644,330.87","918,484,182.42","914,569,223.25","976,592,268.46","873,818,369.13","1,033,102,898.56","1,057,544,940.40","1,167,050,551.67","1,014,636,900.81","1,166,182,389.44","1,185,513,471.98","1,208,087,215.84","861,684,184.98","962,645,335.29","956,733,379.55","984,066,895.20","750,166,295.00","1,100,431,389.00","915,399,693.26","1,062,542,164.23","704,000,515.13","1,262,538,996.11"
应付账款,"20,066,955.40","42,521,464.24","44,610,376.17","50,836,256.03","31,065,326.44","36,793,318.16","57,370,754.17","71,593,281.38","75,430,800.17","70,227,640.10","77,374,665.47","72,129,577.35","101,851,026.52","111,991,426.34","139,534,134.90","161,683,723.78","219,928,244.73","248,106,618.78","238,211,037.24","254,664,484.86","290,368,742.43","238,340,688.12","310,486,522.47","297,559,682.92","298,979,822.53","368,225,044.13","359,093,767.92","383,454,334.70","387,967,734.62","395,209,760.91","430,004,327.04","447,116,778.54","423,237,194.57","463,743,707.67","460,397,248.70","430,322,176.61","450,483,148.58","448,412,075.57","453,991,441.56","453,615,863.30","471,061,344.14","464,417,891.02","515,992,970.60","574,772,361.79","791,948,837.13","704,128,631.57",,"565,869,168.97",
预付款项,"30,069,567.48","15,033,002.64","10,258,394.83","14,913,570.04","26,145,352.05","17,444,928.84","26,695,842.26","21,341,681.53","26,576,799.54","38,268,350.25","56,791,519.03","27,128,897.01","40,197,083.09","37,769,766.17","43,134,708.02","63,262,027.20","92,249,912.95","148,064,320.77","99,109,302.18","87,225,743.80","142,380,322.07","147,489,842.61","125,125,204.21","108,503,164.01","88,269,630.25","98,268,222.41","104,847,006.88","79,243,624.18","92,311,554.97","78,610,916.88","96,391,015.59","72,222,313.75","98,768,331.19","72,177,578.66","88,553,605.75","71,377,666.81","72,084,726.15","120,259,592.09","118,293,992.98","108,160,141.91","148,694,148.04","171,042,781.79","200,776,263.99","144,773,909.12","200,851,629.86","208,209,048.37","185,462,160.50","113,181,115.87","146,453,019.06"
预收款项,"20,588,630.29","33,014,062.13","47,305,414.20","56,580,266.18","51,509,964.21","51,744,159.48","41,969,845.91","46,567,037.68","33,443,543.86","40,032,789.93","23,936,670.04","34,798,087.41","53,295,682.18","41,804,227.37","74,975,438.73","76,041,777.29","98,990,370.19","185,603,251.49","138,330,545.24","102,507,813.99","119,466,437.82","76,757,934.59","87,537,558.46","95,406,695.64","112,762,199.79","115,393,273.75","121,155,219.73","101,666,271.95","113,607,673.59","80,590,286.22","85,413,636.28","42,582,535.62","87,702,640.73","70,159,527.93","71,649,017.59","64,339,869.50","67,193,260.72","75,012,638.33","97,210,724.08","78,797,081.27","102,363,304.16","80,673,519.61","109,156,640.29","120,073,205.62","127,693,445.20","117,461,937.44","147,778,058.06","88,059,857.07","68,465,497.80"
